geneID	genename chicken	CH1_RPKM	CH2_RPKM	LWC1_RPKM	LWC2_RPKM	TC1_RPKM	TC2_RPKM	WL_D1_RPKM	WL_D2_RPKM
ENSGALG00000000055	LAMTOR3	54.58576749	75.51711493	71.43105576	62.77575698	71.77089314	62.69874721	70.79135299	67.68288535
ENSGALG00000000056	DAPP1	2.618077714	3.792141397	3.947600105	3.729548639	3.103003032	3.660317497	4.529793112	4.972989892
ENSGALG00000000059	TUBB3	0.874154368	3.522625158	2.039541184	20.74465427	0.123504663	0.07559688	0.460010947	0.128274331
ENSGALG00000000062	ARMC1	14.03821466	18.17954868	16.40413305	16.07309437	14.63914577	12.86735751	16.4325247	16.23587728
ENSGALG00000000065	PSMA5	63.93178807	52.27917017	59.9935693	57.31652365	53.89104307	71.43983206	64.98389269	65.59965184
ENSGALG00000000067	SPR	8.538611847	6.819853122	7.618192359	10.03934279	8.395186628	14.59891179	8.075921598	9.212372934
ENSGALG00000000071	DDIAS	0.946059656	1.92915899	1.317627531	1.39129897	1.603965389	1.932885286	2.10454795	1.457670781
ENSGALG00000000075	SCRIB	18.41033228	12.37161656	16.81510814	14.90475617	13.57694759	12.95411408	17.17447966	18.77782967
ENSGALG00000000076	NRBP2	31.33819616	30.46651104	42.24253273	19.53186644	34.38786355	38.34363909	43.1998928	52.35229632
ENSGALG00000000080	FER1L5	1.419700074	0.776497051	1.117464695	1.10128162	1.907575191	1.338004339	1.297369618	1.258472885
ENSGALG00000000081	IL4I1	0	0	0	0	0.062300198	0	0.031642647	0
ENSGALG00000000085	GFPT1	13.67733225	20.03365034	14.98727432	21.46946417	14.20438146	13.79439788	14.38649435	13.67558054
ENSGALG00000000086	TIMM17A	41.14290958	47.06526567	38.33075057	38.14805883	35.55800425	45.22063564	40.46732701	41.31529911
ENSGALG00000000091	INTS4	8.814569448	10.79842536	10.49502002	12.05920442	9.195498942	8.07197023	10.06574189	11.04684064
ENSGALG00000000094	ADIPOR1	13.77818865	9.976409108	12.66753532	13.90604786	11.87214742	12.2242964	16.30767977	14.39406909
ENSGALG00000000098	ANTXR1	9.004181224	10.8863708	8.181491274	15.59297378	8.034652467	4.478883453	7.199782862	5.901068529
ENSGALG00000000099	0	0.900888601	0.574520917	1.022553926	0.881409922	0.526327452	1.19390059	0.849149671	0.91108978
ENSGALG00000000104	0	0.803898843	0.855272114	0.329523981	1.233635193	1.00739307	0.598486692	0.511661034	0.584695896
ENSGALG00000000106	LRIF1	5.80648967	7.001589806	6.907438982	7.796164203	8.459207774	7.680353448	6.994592021	6.020224955
ENSGALG00000000107	TRIM7.1	0.984474925	1.118460689	2.362563351	2.969832666	2.308915137	1.277061046	2.14761709	2.051372976
ENSGALG00000000109	AFMID	17.77366387	14.47853507	20.47207721	17.32248611	12.68072568	14.05268411	21.46872424	20.56997211
ENSGALG00000000112	PLP1	0.471427423	0.720983962	0.656582011	2.079878847	0.099908244	0.091730361	0.101488003	0.259416584
ENSGALG00000000113	ZMAT3	1.834341503	2.84990497	2.154462428	2.336407548	1.497394558	2.405947101	2.164601759	2.063661208
ENSGALG00000000114	GKN1	0.092925598	0	0	0	0	0	0	0
ENSGALG00000000115	HEP21	0	0.079552391	0.156038329	0.082381387	0.308664716	0.21254947	0.313545352	0.160292571
ENSGALG00000000117	TRIM27.1	5.916895212	7.077676743	12.86828591	7.998717746	3.511061142	12.69318864	6.751023365	8.302654251
ENSGALG00000000119	GKN2	1.194757687	44.89738039	1.0922683	391.7028975	0.607683659	0.92990393	1.577525053	1.402559994
ENSGALG00000000120	BMP-10	3.925249576	22.36924865	0.745372389	289.7399446	1.952645272	2.140399868	1.538240534	0.972638686
ENSGALG00000000122	GNB2L1	819.4853115	694.8997696	837.2337209	777.5249285	933.7696391	820.9624049	903.4684759	888.4777954
ENSGALG00000000123	B-BTN2	0	0.0747417	0.109951787	0.116099432	0.181249469	0.066565394	0.036823081	0.150599362
ENSGALG00000000129	TCF25	30.81380282	26.87099267	31.99073815	30.20370694	31.09835198	30.45978728	33.01562736	34.80633885
ENSGALG00000000132	ARHGAP25	7.075815967	13.32869671	9.371179582	46.75677811	12.65055608	10.60560873	12.92127321	10.47948988
ENSGALG00000000136	BLEC2	0.493494239	0	0.070493912	0.223306141	0.0697232	0	0	0.072415864
ENSGALG00000000137	SNRPE	88.74441767	71.57504235	89.55768381	80.38029245	87.45572093	110.8810522	103.4760342	95.75711375
ENSGALG00000000139	0	0.130598138	0.057066298	0	0.236382627	0.055354568	0.050823578	0.056229839	0.057492324
ENSGALG00000000140	0	4.483041771	5.716177028	0	5.453877494	0	0	4.872967675	0
ENSGALG00000000141	BLB1	29.59501059	14.13483098	16.14823067	13.31388322	28.07807055	10.24494751	9.186320579	10.3772792
ENSGALG00000000142	CEPT1	10.4666123	14.27594363	11.98412936	12.55628352	10.72969804	10.25138121	10.50344025	9.810593153
ENSGALG00000000146	SUPT6H	16.18721994	14.41014793	16.85350824	17.62383556	15.82583565	16.67953996	17.09647289	15.96457762
ENSGALG00000000150	RPL9	1071.067976	1272.521382	1307.851988	1219.291138	1143.929816	1253.843084	1317.380791	1180.173683
ENSGALG00000000151	ADAMTS19	4.727312628	6.714512243	7.052258314	11.42122914	5.615666844	4.462552702	4.846987757	5.9709707
ENSGALG00000000154	DENND2D	0.830625535	1.071569615	2.203535809	1.324452182	0.570008562	1.570053347	1.532704216	1.497467192
ENSGALG00000000156	BRD2	78.90872167	58.09017111	71.32113601	66.69561996	72.01410512	64.41454884	72.02537011	73.2434734
ENSGALG00000000158	DMA	2.788377284	2.04914786	3.041638937	3.727870282	2.202567317	2.614164898	3.60165948	2.455016488
ENSGALG00000000160	ZNF638	12.80805831	9.001560653	13.87926466	9.581054506	9.824897072	11.04232907	8.26802724	11.56069933
ENSGALG00000000161	ISOC1	2.506771077	1.902469626	3.561987578	3.641744637	2.125010839	2.156446155	3.294723146	3.484858962
ENSGALG00000000162	0	0.52239255	0.182612154	0.04477316	0.094553051	1.107091351	0.48790635	0.989645173	1.149846482
ENSGALG00000000164	MYBPH	2.765128839	2.105471578	2.111821854	1.684812152	1.787027342	2.493090875	4.502847305	3.229993686
ENSGALG00000000165	CDS2	15.86894412	16.9902135	15.18019183	21.57612321	18.01069626	17.99985246	16.44974413	15.09743956
ENSGALG00000000166	DMB2	2.466053108	2.795855048	1.028238779	1.568276464	0.677998014	0.674376306	2.295728613	2.523318279
ENSGALG00000000168	ADORA1	1.830772973	1.832673354	1.169705231	3.042578223	0.790089534	2.564869346	2.350420196	2.256656229
ENSGALG00000000169	PCNA	151.8977713	137.5191714	163.25892	166.8597723	126.8767844	174.5973176	184.198084	175.744417
ENSGALG00000000171	TMEM230	5.178222074	5.306389667	4.460673215	5.94706972	4.701575074	3.621145384	5.749207944	4.813718145
ENSGALG00000000172	MYOG	0.040211909	0	0	0.036391778	0	0	0.069253949	0
ENSGALG00000000177	KLF3	5.20877454	6.031993917	5.555388769	8.349805666	5.425349663	5.117611872	5.00829496	4.565481088
ENSGALG00000000181	TAP2	3.166353705	1.660287854	3.162184151	3.289153135	5.018183303	3.643080415	3.485288846	3.199914653
ENSGALG00000000182	0	1.630116512	2.035135452	3.672477994	4.55221676	1.046268019	1.341252597	1.624297142	2.480897686
ENSGALG00000000183	STAMBP	9.237211604	7.677440803	9.633295353	10.75650674	7.958231418	8.144756765	10.45737204	9.573656818
ENSGALG00000000184	SLC27A6	0.14553568	0.127186844	0.124735552	0.395129368	0.017624545	0.080909533	0.107419356	0.164746739
ENSGALG00000000186	MTCH1	11.08722103	10.98473724	11.3320044	12.60949044	11.10759016	10.70600232	12.04905416	11.06674332
ENSGALG00000000187	0	0.603291276	0.486673448	8.571399556	7.181718518	0.413066017	0.505673248	0.399616625	0.980613374
ENSGALG00000000189	YTHDC2	3.216315464	6.362244105	6.96597522	4.333806368	7.616882068	6.365592753	3.481794426	5.726514892
ENSGALG00000000193	0	2.61858176	4.165283563	3.406862187	3.972426175	4.503466338	2.668584602	2.903783439	2.537731358
ENSGALG00000000194	0	2.018915166	2.663526958	4.459029008	3.900194641	3.291252493	2.13040461	3.09254704	1.58953669
ENSGALG00000000195	SVCT2	0.545489869	4.719484857	1.285701515	1.653788897	2.312081655	2.292654956	0.915969801	1.224700081
ENSGALG00000000196	DAD1	100.5277523	91.75801917	94.98434658	122.622003	92.79317034	104.7016789	92.58765788	92.10096975
ENSGALG00000000199	0	0.180640415	0.263109412	0.206430769	0.326959148	0.510434642	0.4217882	0.207402273	0.212058915
ENSGALG00000000201	PLEKHM1	9.935222801	8.524744949	9.586128835	8.705287307	9.685497324	10.2752292	8.775708697	9.781217454
ENSGALG00000000206	RASSF2	6.445399151	6.759331975	7.477419886	7.083033223	6.049228009	7.256130067	6.1250568	5.49242271
ENSGALG00000000208	MCC	2.209523162	4.718236993	3.276985858	2.81685381	5.374785446	4.575940768	2.829154621	3.450911031
ENSGALG00000000209	PRNP	47.13478122	30.39104646	49.9477194	45.17184614	52.45278562	51.80525491	64.10725231	63.54268927
ENSGALG00000000215	DCP2	0.698247468	2.495096759	1.210205217	0.997019793	2.328180227	1.896071707	0.935308219	1.1612311
ENSGALG00000000217	PPFIA4	0.043262054	0.252051096	0.049438655	0.626434537	0.183368028	0.213254268	0.161431799	0.08887647
ENSGALG00000000218	0	7.703598917	11.08284987	13.77724893	10.87292061	17.04506517	17.81443197	8.42978334	13.78558392
ENSGALG00000000220	APC	2.767030855	6.8811143	5.173263719	2.872422154	6.789694142	6.566477626	4.017927833	5.182943103
ENSGALG00000000221	PROM2	0.023037574	0.020133044	0.335665288	0.062547012	0.019529144	0.035861214	0.019837941	0.020283347
ENSGALG00000000223	GGA.5519	35.07492837	28.27227457	37.76935857	32.24934412	32.20054272	46.29301917	33.70577227	37.18932049
ENSGALG00000000225	MGAT4C	0.939383363	1.990176642	1.610251205	2.80804458	2.992244547	4.231755248	1.421728839	2.230600568
ENSGALG00000000226	TMEM9	0.879428946	0.917304448	1.191395388	1.899850194	0.793596011	1.059835712	1.123716476	0.849221257
ENSGALG00000000227	DPYSL2	55.41916515	48.23217512	52.59472894	82.16481949	47.15161251	45.58621063	53.30174808	56.35537684
ENSGALG00000000230	CBX1	62.49793078	47.07298229	64.13261353	68.4258181	60.2086747	60.67288861	64.12847796	65.16163102
ENSGALG00000000231	BNIP3L	35.17890809	50.50117996	45.82285468	47.89026951	34.70745615	34.30291025	38.60787989	37.43316846
ENSGALG00000000233	SP2	8.20476136	6.159122856	7.144821687	7.472907105	8.850103322	8.432703402	8.537143173	8.890894591
ENSGALG00000000234	EPB41L4A	1.007242584	1.294487553	1.709645426	1.045606668	2.025796176	1.637087	1.011907286	1.599759165
ENSGALG00000000235	PPP2R2A	41.92565403	45.04058264	45.79382115	56.73938466	48.82759329	50.59998146	47.13962319	48.53791375
ENSGALG00000000238	MVP	53.72253665	37.32795766	46.39918314	45.64108158	48.69874383	38.12486638	54.06637521	52.18284024
ENSGALG00000000239	0	0.08213254	0.07177744	0.070394062	0.371649739	0	0.255701628	0.07072535	0.144626583
ENSGALG00000000241	STARD4	1.2915467	3.002797671	2.934481266	1.609925133	2.582205084	3.935596767	2.560082318	4.323268137
ENSGALG00000000242	EBF2	4.505857432	7.760844337	4.536765842	6.967892874	6.193029762	5.345620497	6.008426651	4.949327889
ENSGALG00000000243	RDM1	8.794410091	8.942624603	10.9892564	6.768819039	10.52074168	13.20995205	0.566203797	6.693720057
ENSGALG00000000244	CAMK4	4.789557247	9.599204971	9.96153501	5.172562133	10.55638427	9.766858806	6.543964299	8.0122012
ENSGALG00000000247	WDR36	6.807816034	9.310968695	13.42012064	7.131442531	13.93706806	14.38586217	8.52963917	14.90986729
ENSGALG00000000249	GH	2.74356292	3.564089516	1.461711989	0.671060655	4.525766791	2.193082891	0	0.195856204
ENSGALG00000000251	CD79B	0.401410512	0.701603021	0.500422481	0.297226236	0.464016891	0.255621168	0.062847196	0.257033021
ENSGALG00000000252	SCN4A	0.019425653	0.008488253	0.016649316	0.026370323	0.008233644	0.007559688	0.041819177	0
ENSGALG00000000253	SLC25A46	10.57228072	12.99685665	13.45309531	11.11370509	9.561355938	12.07933713	11.69055199	13.01609866
ENSGALG00000000255	MAN2A1	3.577516077	6.554189037	4.20007346	6.458441275	5.093972061	4.662508023	4.203794828	3.477916119
ENSGALG00000000258	HEATR1	2.738014255	5.116830555	3.175328992	3.548860905	3.402877185	3.503593218	3.463344087	2.975889198
ENSGALG00000000259	PSMF1	38.1255143	36.61259556	42.04468366	38.72798409	39.88916563	45.10877171	48.8835233	49.08763621
ENSGALG00000000264	0	4.221903099	7.389651333	6.950798271	5.342675213	8.371086128	7.964353656	3.820390829	5.995756467
ENSGALG00000000270	THRA	71.85371174	63.03856562	70.51880505	56.89915752	55.86137727	48.31878336	54.34022792	58.79720605
ENSGALG00000000271	C2CD2L	1.541679919	10.25562901	2.327138294	2.665495528	6.202874684	3.814672564	2.258832975	2.106956791
ENSGALG00000000272	CDCA2	4.556146052	4.266124976	4.955054046	5.301401327	4.527634473	5.527806592	5.918000312	5.578938208
ENSGALG00000000273	FER	2.041158822	6.1341351	4.177220038	3.977239589	4.555299154	3.906843502	2.959337666	3.355866607
ENSGALG00000000274	0	0	0	0	0.027374514	0	0	0	0
ENSGALG00000000275	KCTD9	15.83025515	18.2047903	16.11833761	16.89206189	14.25535605	16.84373327	17.80148262	16.10818644
ENSGALG00000000276	FBXL17	3.800827621	3.843138703	4.178237532	3.738857575	4.327121584	4.70177644	3.88958073	4.090074572
ENSGALG00000000277	GNRH-I	1.038104889	1.036826041	0.381316171	0.536848524	0.502862977	0.115425415	0.383110721	0.261141605
ENSGALG00000000280	EFNA5	9.107338596	10.19223429	11.62432653	4.62508652	14.32989022	13.66689087	9.817158121	13.96030562
ENSGALG00000000284	HOXB4	9.798488043	13.13792997	7.477739575	8.50320839	2.617040944	3.552003405	7.050597078	5.318039978
ENSGALG00000000285	DPAGT1	49.3551622	45.09670847	47.07845715	56.21948489	40.35270735	47.65029575	47.76450242	47.37260542
ENSGALG00000000287	0	0.068784784	0.060112542	0.058953983	0	0	0.160609742	0.059231432	0
ENSGALG00000000291	HMBS	30.61686379	34.61556401	35.70125393	33.99569609	25.75020983	32.3971841	37.52676818	34.2119883
ENSGALG00000000293	0	0.412795118	0.498684887	0.759625033	1.131726371	0.638107427	0.77486802	0.930476688	0.994126066
ENSGALG00000000295	IGFN1	0.102318884	0.127741046	0.050111629	0.066141849	0.111518453	0.136520305	0.012586866	0.038608407
ENSGALG00000000296	PCNX	5.760713206	13.23646785	7.272732633	7.846806156	8.982613276	8.208077894	7.140398546	6.293720989
ENSGALG00000000299	PKP1	0.054523341	0.73856185	0.576346555	0.05756756	0.08473647	0.141455375	0.015650242	0.024002437
ENSGALG00000000300	VPS11	18.81637832	22.79148613	20.09476737	19.0152172	21.36358675	19.22663306	19.82850665	18.97365399
ENSGALG00000000302	TNNT2	7345.934884	5816.716624	6054.942591	5502.277651	8848.452369	7746.033828	7165.28267	7192.383452
ENSGALG00000000304	MTFR1	26.61246161	28.74824512	28.63528384	26.80127906	25.52271368	26.80507686	25.29843689	26.82935435
ENSGALG00000000305	METTL22	3.136631108	4.038168295	3.256680515	2.81959978	2.462650254	2.76080245	2.79162933	3.150859047
ENSGALG00000000307	0	20.81533392	23.58830369	24.75107974	20.31282072	17.52414244	19.42783902	28.43765899	32.24809094
ENSGALG00000000308	0	78.01513199	71.68000136	62.14421818	60.18081224	94.99876312	82.31207647	74.59631123	76.18298928
ENSGALG00000000309	LAD1	11.38078563	5.918233314	8.585335139	12.47019007	5.780579171	10.61483199	7.451342993	7.701453515
ENSGALG00000000311	DOCK5	0.195549501	1.610011044	0.246991447	0.428459245	0.549654939	0.256337025	0.115214282	0.190294082
ENSGALG00000000312	SIK2	10.43934085	19.51638792	12.51796959	11.7930641	12.05259	12.00863071	11.5131653	10.49213301
ENSGALG00000000313	TNNI1	2117.463131	1162.1641	1988.377386	2296.551205	2227.070312	2661.25359	2250.75446	2436.610587
ENSGALG00000000314	NEFL	1.593916227	3.554446051	6.265271673	9.003153289	1.863691222	6.416777827	5.442835255	5.032730914
ENSGALG00000000316	PREP2	11.64563811	8.233783369	10.01588703	11.3077932	11.24323066	10.70059603	10.37640517	11.85544644
ENSGALG00000000317	NEFM	0.182115493	0.302394027	0	5.175175932	0.015438083	0.014174415	0.015682191	0.016034291
ENSGALG00000000318	CSRP1	26.79461038	22.08178813	16.65861708	31.45266109	30.67765154	20.27848599	17.97236704	24.24313197
ENSGALG00000000324	PIGV	3.949246627	4.347353196	3.319723103	3.092943607	3.573142773	3.724000334	3.564242705	3.410232316
ENSGALG00000000327	FBN3	27.58551663	23.52132229	25.85205999	49.67415588	29.82813808	21.51354635	26.29948238	22.62220931
ENSGALG00000000329	AHCYL1	28.01886864	23.47150114	30.37112689	31.76414456	21.68783374	32.33246328	28.90126564	32.81519242
ENSGALG00000000332	FTSJ3	7.177258613	5.462792126	7.195796903	6.676686499	6.515777542	7.249074916	7.459631123	7.465462684
ENSGALG00000000336	PPP1R12B	161.451356	134.1951189	148.1215721	186.1535984	109.3990015	115.7562093	159.4412705	162.8122135
ENSGALG00000000337	CTXN1	2.840109702	3.929888091	3.042747406	11.06656625	2.273830073	2.763143105	2.513588574	2.500564104
ENSGALG00000000341	JAC	0	0	19.17615729	1.85609767	0	0	0	0
ENSGALG00000000346	0	21.17547224	16.74147648	22.3089732	19.4747767	25.63334712	16.61501828	18.90022351	18.1900603
ENSGALG00000000352	TIMM44	48.25494686	46.32509827	45.28295914	36.59872648	34.76703977	45.28629476	44.31741515	43.58145174
ENSGALG00000000353	DHRS7C	18.94885692	51.94174457	20.45613725	30.87705855	24.22632188	9.993367563	17.78830968	15.63503753
ENSGALG00000000356	SLC37A2	4.742055284	3.290971893	5.080394046	6.058672938	3.014909988	3.066651307	4.083442717	4.420720665
ENSGALG00000000357	0	0.240018199	0.283789158	0.181512811	0.408878058	0.215433993	0.032966645	0.316102881	0.211323137
ENSGALG00000000360	0	15.07184846	12.22498025	16.00032779	15.50107021	14.64889316	15.51801385	13.93318303	15.81814203
ENSGALG00000000362	NAV1	17.87234359	12.29837504	13.48491684	15.69057513	12.43096122	10.72278783	14.21453271	15.55534519
ENSGALG00000000363	SMARCD2	6.833909219	6.177361828	7.055452846	6.830585088	6.945164275	9.359559093	6.482501257	5.956635168
ENSGALG00000000364	STC1	0.604016386	2.639316289	1.164801741	1.913221888	2.432141312	0.352588573	1.10526778	0.930656996
ENSGALG00000000365	NKX2-6	0	0	0.207075865	0	0.10240595	0.188047239	0.416100811	0.1063608
ENSGALG00000000366	RPS6KA	5.551810188	7.827235869	7.686547662	9.673020832	10.96129153	11.26436817	7.436695349	8.512345496
ENSGALG00000000367	ASIC2	0.10872295	0.126687182	0.03106138	0.196788537	0.030721785	0	0.031207561	0
ENSGALG00000000368	GAS7	0.38641895	5.939548002	0.66238301	1.193125326	2.292994066	0.849198038	0.763368011	0.820533334
ENSGALG00000000371	CRHR1	0.015782682	0	0.013527003	0.028566654	0	0	0	0
ENSGALG00000000372	HMGN2	454.1308385	280.1976375	454.8766504	406.3723781	535.0900526	562.2612449	505.9092363	517.3862005
ENSGALG00000000373	0	6.027782852	4.043602584	5.457343444	4.878895891	5.577600789	5.748794074	5.446473282	6.540488406
ENSGALG00000000374	RNPEP	15.37004257	12.35115565	15.00223228	18.4159086	15.83441761	13.52736619	14.72663991	14.24043473
ENSGALG00000000377	HNRNPM	94.55262039	89.9515591	105.9804535	109.7835844	95.46956346	104.5117351	104.8512222	106.6364685
ENSGALG00000000378	SLC25A37	7.663788084	7.928721587	25.83920416	10.65858224	4.108180383	20.87708124	18.92470162	15.57891128
ENSGALG00000000379	ITGB3	6.810842063	6.249010378	7.977333856	9.053579247	3.556312076	5.234917869	5.952654838	6.968595092
ENSGALG00000000382	0	0.069499289	0.14171958	0.05956637	0.188690567	0.157107011	0.090154489	0.039897801	0.285555163
ENSGALG00000000385	DHDDS	12.16258973	14.37811648	13.41162224	14.29384582	12.7484431	11.83772784	12.17344113	12.68282119
ENSGALG00000000386	0	21.15361857	16.25532499	0.174730012	20.7957349	0	0	21.61801502	0
ENSGALG00000000388	LIN28A	0.039126568	0	0	0.070819087	0.066335838	0	0.033692373	0.034448842
ENSGALG00000000390	ENTPD4	5.435520686	6.678355766	5.483821596	5.68152308	6.78408424	6.431722934	4.715137521	5.368442709
ENSGALG00000000394	SLC6A17	6.740498807	5.664106492	5.703073007	10.51885076	2.820360589	5.801159239	4.483470737	5.91562599
ENSGALG00000000395	BTF3	38.32758523	48.78736171	0.439251835	34.42142929	0	0.227936047	41.89378622	0.064461091
ENSGALG00000000396	METTL2	10.21876903	13.67252373	11.06667738	12.76078674	10.47562505	15.07460654	13.54032968	14.29768125
ENSGALG00000000397	IPO9	14.02823779	13.5132994	15.55239472	17.15535197	13.20079418	14.66022668	17.29470567	17.03701147
ENSGALG00000000400	KCNC4	3.159470328	3.654437939	3.504360795	5.382250585	4.269540376	4.759041666	4.753151574	3.567177585
ENSGALG00000000401	RBM15	3.736128172	3.170718295	3.035570224	3.478918395	3.588212951	3.260886202	3.384596542	3.47960247
ENSGALG00000000402	LOXL2	10.05168767	7.50946414	8.642569146	14.5084167	6.305737677	5.739677964	9.511533057	9.598055011
ENSGALG00000000404	COPS2	24.72299408	33.60928739	30.22326633	30.8592529	31.63932543	27.21359221	32.7824017	28.60240163
ENSGALG00000000405	R3HCC1	17.49447794	17.7607556	20.17484874	24.9147131	16.80100824	19.28599416	21.48765165	19.46264039
ENSGALG00000000406	0	0.159739871	0.372267201	0.456365543	0.337317358	0.315963262	0.124328753	0.229256645	0.187523173
ENSGALG00000000407	0	2.490608402	4.169257528	3.637920825	2.793690866	2.884465233	2.730268444	2.658212079	2.594354167
ENSGALG00000000408	LSM7	46.41515941	49.7414906	55.57197891	55.69885837	47.23091304	66.67522982	62.46302277	55.48066634
ENSGALG00000000409	CHMP7	38.71497636	36.61820642	41.02625932	37.79807797	36.22367509	44.34984236	43.59705602	42.51881873
ENSGALG00000000410	TLK2	12.6399406	12.50404915	12.51721317	13.29535169	14.19237798	14.04043311	13.10810653	13.20659815
ENSGALG00000000412	CCDC15	29.36726848	19.2915899	33.98803323	27.29086441	24.39364029	32.55224267	37.78003014	39.2182853
ENSGALG00000000417	SLC16A4	2.643827731	2.872512812	2.786529202	2.683663762	2.483486254	2.502661962	3.507245285	3.145605902
ENSGALG00000000419	HBXIP	59.37722683	52.78294746	68.30521657	53.65242673	58.12070172	67.37206044	62.23536613	65.26639015
ENSGALG00000000420	KLHDC7A	0.885275925	0.838134028	1.201356164	2.403524116	1.500911633	1.46418461	1.524644194	2.013547961
ENSGALG00000000421	HEPACAM	0.099889015	0.087295216	0.128419141	0.361598231	0	0	0.043007836	0.087946914
ENSGALG00000000424	CMTM3	26.44955965	41.3696622	28.83077308	53.39759133	27.30825332	27.97615066	34.74806774	31.70671414
ENSGALG00000000426	IGSF21	2.642474768	3.057405673	4.49771969	6.837496451	2.397797853	3.447130391	3.653568098	4.06328292
ENSGALG00000000427	KDM5B	38.64255957	30.33654676	46.14407794	41.43868963	34.26837786	38.41915047	46.95264086	46.08564012
ENSGALG00000000428	CHPKCI	119.001751	157.3216433	223.9882633	124.884154	213.4040089	270.8666503	131.0935029	233.2080974
ENSGALG00000000430	SPPL2B	3.934280836	8.451990481	5.107972328	5.009686239	6.32864276	5.860140735	4.766743748	5.331266997
ENSGALG00000000433	0	11.13630211	7.744504241	8.633259706	12.11006382	10.36684176	11.40353711	7.783607634	8.920653102
ENSGALG00000000436	RABIF	15.3443717	14.46845253	14.46646991	13.81356862	11.84371878	14.89711276	15.57770168	15.85635095
ENSGALG00000000437	0	0	0	0	0.04122305	0.038613398	0	0	0
ENSGALG00000000438	ERMP1	1.090979738	2.068945887	2.075823536	2.053660242	2.099370143	2.190759181	1.850728726	1.460034607
ENSGALG00000000439	AP2S1	80.88743807	87.15510328	72.38954613	104.9538864	80.27249591	87.60789021	78.88432185	70.35900959
ENSGALG00000000441	KCNA10	0	0	0	0	0	0	0.096580459	0
ENSGALG00000000442	KCNA2	2.551365215	2.70265988	2.849363904	4.932832661	3.014831167	2.196391753	2.962637776	3.029155571
ENSGALG00000000443	0	0.31816501	0.139025714	0.409038746	38.79982495	0.134855572	0	0	0
ENSGALG00000000446	0	0.438454239	0.287381131	0.7515797	1.38880379	0.464601663	0.170628875	0.566337588	1.351123957
ENSGALG00000000447	CKV1.1	0.593582322	0.486323155	0.763120271	1.074383994	0.188694265	0.461997056	0.734765348	1.110561899
